#名前,職,index,名前,系統,条件,効果,対象,備考,武器名
ニュガガス,M,89,炎の武器,element,attack,fire,self,,
,,,仲間とともに,buff_self,link,atkup,self,条件：3名以上,
,,,,,,,,,
ラミミス,F,138,連撃,buff_self,in_combo,atkup,self,,
ネジジア,F,139,山地戦闘 ,field,in_upland,fullup,self,,
,,,,field,in_snow,fullup,self,,
ゼシシラ,F,140,狩猟,buff_self,link,atkup,self,条件：3名以上,
クルルア,A,61,狩猟,buff_self,link,atkup,self,条件：3名以上,
ニリリス,M,90,嘘と真,add_debuff,skill,slow,enemy,,
,,,,add_debuff,skill,blind,enemy,,
パモモイ,M,91,心の弾み,mana,any,mana_cost_down,self,,
ユルルガ,M,92,予言,buff_self,boss_wave,atkup,self,,
フリリム,P,38,駆けつけ救命士,buff_self,any,speedup,self,,
,,,,resource,battle_end,ap_recover,resource,,
ミリリア,P,39,祝福,resource,battle_end,expup,resource,,
,,,,,,,,,
ジルルア,F,141,狩猟,buff_self,link,atkup,self,条件：3名以上,
ビゾゾエ,A,62,強気,buff_self,hp_upto,atkdefup,self,,
コルルリ,A,63,山地戦闘 ,field,in_upland,fullup,self,,
,,,,field,in_snow,fullup,self,,
,,,,,,,,,
リンセ,F,142,リンクス,buff_self,any,speedup,self,,
,,,調和の絆,buff_jobs,any,atkup,archer,,
ニコル,M,93,聖夜祭の一族,against_debuff,any,guard_freeze,self,,
,,,,buff_self,any,guard_ice,self,,
,,,マジカルピース,mana,wave_start,mana_boost,resource,,
,,,,,,,,,
# 魔神フロガビトゥス戦,,,,,,,,,
,,,,,,,,,
ギン,F,143,チャノユの達人,buff_self,any,crdamup,self,,
,,,,add_debuff,critical,down,enemy,,
,,,,heal,critical,absorb,self,,
,,,チャノユの伝道師,mana,wave_start,mana_boost,resource,,
,,,,buff_self,mana_charged,atkup,self,,
,,,,skillup,mana_lost,skill_atkup,self,,
ドルテ,F,144,匠の防具,heal,any,heal_cycle,self,,
,,,,heal,wave_start,heal_self,self,,
,,,多機能工具,buff_self,wave_start,atkspeedup,self,条件：HP70%以下,
フロガビトゥス,K,69,魔神の慈愛,buff_self,any,defup,self,,
,,,,heal,wave_start,heal_all,all,,
,,,オシャレパワー,buff_self,any,guardup,self,,
,,,,buff_self,guard,atkspeedup,self,条件：2回以上,
,,,,,,,,,
ツガル,F,145,鬼の剣術,add_debuff,critical,down,enemy,,
,,,鳴り響くハーモニクス,buff_self,any,critup,self,,
,,,,buff_self,hp_upto,atkspeedup,self,,
メリオ,A,64,後方防御支援,buff_all,in_sub,defup,all,,
,,,,,,,,,
# 九領外伝フェス,,,,,,,,,
,,,,,,,,,
ズイハ,A,65,戦乱の大弓,skillup,any,skill_atkup,self,,
,,,,buff_self,any,critdamup,self,,
,,,覇道への驀進,buff_self,union,atkspeedup,self,条件：戦/弓3名以上,
,,,,add_debuff,critical,down,enemy,,
シドウ,F,146,血ト錆ニ狂ツテ,buff_self,wave_start,atkspeedup,self,防御力低下,
,,,,buff_self,wave_start,critup,self,,
,,,修羅之道,buff_self,in_head,atkup,self,防御力低下,
ユミコ,M,94,人を呪わば,pierce,skill,pierce,self,,
,,,,buff_self,hp_upto,atkup,self,,
,,,骸を纏う呪術師,killer,vs_skeleton,atkup,self,,
,,,,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_undead,self,,
,,,,against_debuff,any,guard_curse,self,,
アイレ,A,66,風を読む者,buff_self,hp_full,atkspeedup,self,,
,,,フォローウィンド,buff_all,any,atkspeedup,all,,
,,,,buff_all,in_sub,atkdefup,all,,
,,,,,,,,,
# 魔神タリビク戦,,,,,,,,,
,,,,,,,,,
ファルナーズ,K,70,炎と心眼の舞踏,buff_self,in_combo,atkspeedup,self,,
,,,力と守護の舞踏,buff_self,in_front,atkdefup,self,条件：3名以上,
,,,,heal,in_rear,heal_cycle,self,条件：2名以上,
タリビク,A,67,魔神の誘惑,mana,kill,mana_drop,resource,,
,,,声援をちょうだいッ！,buff_self,union,speedup,self,条件：騎2名以上,
,,,,buff_self,union,atkspeedup,self,条件：戦2名以上,
,,,,,,,,,
ヴェスパ,K,71,女王蜂の秘毒,add_debuff,attack,poison,enemy,,
,,,,against_debuff,any,guard_poison,self,,
,,,すべては女王のために,buff_jobs,any,atkspeedup,jobs,弓/魔,
ドゥルセ,M,95,幸せ菓子職人,mana,battle_start,mana_charge,resource,,
,,,,mana,wave_start,mana_boost,resource,,
,,,ポムの実タルト,buff_others,wave_start,atkup,all,,
,,,,buff_others,wave_start,critup,all,,
,,,,,,,,,
# ラジオコラボ,,,,,,,,,
,,,,,,,,,
リヒト,P,40,闇を宿す聖職者,buff_self,heal,healup,self,効果範囲減少,
,,,,buff_self,combat,atkup,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,,buff_self,any,critup,self,,
,,,心に秘めし光,mana,battle_start,mana_charge,resource,,
,,,,heal,attack,absorb,enemy,,
,,,,heal,skill,absorb,enemy,,
ファルベ,M,96,艶花の包容力,buff_all,any,defup,all,,
,,,,buff_all,in_sub,defup,all,,
,,,彩りを灯す者,heal,wave_start,heal_all,all,,
,,,,buff_all,wave_start,defup,all,,
ハンフ,F,149,鍛錬の成果,buff_self,any,speedup,self,,
,,,,buff_self,any,critup,self,,
,,,,buff_self,boss_wave,atkdefup,self,,
,,,美しき勇気,killer,vs_black,atkdefup,self,,
,,,,killer,vs_skeleton,atkdefup,self,,
,,,,killer,vs_goblin,atkdefup,self,,
ロッソ＝ロッソ,F,150,紅蓮拳,element,attack,fire,self,,
,,,,buff_self,any,guard_ice,self,,
,,,パイロクラズム,buff_self,any,crdamup,self,,
,,,,buff_self,hp_downto,atkspeedup,self,,
レミラ,K,72,兵站管理,heal,wave_start,heal_one,hp_worst,,
,,,聖供騎士の激励,buff_jobs,union,atkdefup,jobs,条件：騎/僧4名以上　効果：騎/僧,
リノセ,K,73,サイの祝福,buff_self,any,defup,self,,
,,,,against_debuff,any,guard_down,self,,
,,,頑強なる体躯,buff_self,guard,atkdefup,self,,
,,,,skillup,guard,skill_atkup,self,,
ザイド,A,68,古物商,resource,battle_end,goldup,resource,,
,,,宝のあるべきところ,resource,battle_start,treasure,resource,,
ヨイチ,A,69,一番の子分！,heal,wave_start,heal_one,hp_worst,,
,,,,for_debuff,for_down,atkup,self,,
,,,お供します！,buff_others,wave_start,atkup,archer,一番近い対象,
パルマー,M,97,一つ星教授,resource,battle_end,expup,resource,,
,,,,mana,wave_start,mana_charge,resource,,
,,,算術魔法術式理論,mana,wave_start,slot_slow,resource,,
,,,,add_debuff,skill,push,enemy,,
,,,,,,,,,
# 羽ばたく自由の鷹,,,,,,,,,
,,,,,,,,,
ミノア,K,74,清廉の槍,counter,defend,counterattack,enemy,,
,,,,buff_self,boss_wave,atkdefup,self,,
,,,“清廉の泉”騎士団長,buff_jobs,any,atkdefup,knight,,
,,,,buff_jobs,union,atkspeedup,jobs,条件：自身＋魔　効果：騎/魔,
レリアン,K,75,断罪人の宿命,buff_self,wave_start,atkup,self,防御力低下,
,,,,killup,kill,defspeedup,self,,
,,,罪人へのレクイエム,mana,kill,mana_drop,resource,,
ソール,K,76,秘めたる勇気,buff_self,in_head,atkup,self,,
,,,,buff_self,hp_downto,atkdefup,self,,
,,,天恵の騎士,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
ディード,K,77,蒼き疾風,buff_self,any,speedup,self,,
,,,,add_debuff,attack,down,enemy,,
,,,自由の騎士,against_debuff,any,guard_slow,self,,
,,,,buff_self,in_enemy_back,atkup,self,,
,,,,,,,,,
マスターシステム,A,70,後方防御支援,buff_all,in_sub,defup,all,,
,,,ハイセンス,resource,battle_end,expup,resource,,
エールイ,M,98,冷気の壁,buff_self,any,defup,self,,
,,,,buff_self,any,guard_ice,self,,
,,,溢れる冷気,add_debuff,attack,freeze,enemy,,
,,,,against_debuff,any,guard_freeze,self,,
,,,,,,,,,
# 2部4章,,,,,,,,,
,,,,,,,,,
タチアナ,A,71,天性の欲望,mana,battle_start,mana_charge,resource,2個,
,,,,resource,battle_end,goldup,resource,,
,,,,add_debuff,attack,poison,enemy,,
,,,死の薫る妖花,buff_self,any,poison_atkup,self,,
,,,,add_debuff,add_poison,defdown,enemy,,
,,,,in_debuff,in_poison,defup,all,,
アリシア,A,72,アシリア,buff_self,members_debuff,speedup,self,毒/スロウ/暗闇,
,,,,in_debuff,in_slow,critup,self,,
,,,アリシア,buff_self,members_debuff,atkdefup,self,毒/スロウ/暗闇,
ボムボマー,A,73,焦熱の罪人,mana,kill,mana_drop,resource,,
,,,,add_debuff,add_blind,atkdown,enemy,,
,,,,for_debuff,for_blind,atkup,self,,
,,,偏執の爆炎,buff_self,enemys_debuff,atkspeedup,self,,
ドーリィ,A,74,隷従へ誘う撃鉄,add_debuff,attack,slow,enemy,,
,,,,add_debuff,add_slow,delayup,enemy,,
,,,慈悲深き葬射,killup,kill,atkup,self,,
,,,,killup,kill_debuff,atkup,self,毒/スロウ/暗闇,
,,,,killup,kill_debuff,critup,self,毒/スロウ/暗闇,
,,,,,,,,,
ゾーイ,F,147,血を求める双剣,heal,attack,absorb,self,,
,,,肉を切る欲情,killup,kill_debuff,atkup,self,毒/スロウ/暗闇,
ヴァリー,F,148,桎梏の用心棒,buff_self,members_debuff,atkup,self,毒/スロウ/暗闇,
,,,バトルマニア,heal,members_debuff,heal_self,self,毒/スロウ/暗闇,
セスト,A,75,契約の履行,add_debuff,attack,slow,enemy,,
,,,狙撃手の夜明け,buff_self,hp_full,atkup,self,,
,,,,pierce,kill,pierce,enemy,,
キース,A,76,束縛からの解放,in_debuff,in_poison,atkup,self,,
,,,,in_debuff,in_slow,atkspeedup,self,,
,,,,in_debuff,in_blind,atkup,self,,
,,,連鎖する悪意の銃弾,pierce,kill,pierce,enemy,,
,,,,add_debuff,attack,poison,enemy,,
エレオノーラ,A,77,摩天楼の守護姫,mana,battle_start,mana_charge,resource,,
,,,,field,in_castle,fullup,self,,
,,,,field,in_prison,fullup,self,,
,,,抗戦の先に,buff_jobs,any,atkup,archer,,
,,,,buff_jobs,in_sub,atkup,archer,,
,,,,buff_jobs,in_sub,critup,archer,,
エリシャ,P,41,奇跡の施術,heal,wave_start,heal_one,jobs,一番攻撃力の高い戦/騎,
,,,,buff_jobs,wave_start,defup,jobs,一番攻撃力の高い戦/騎,
,,,神の言葉,heal,wave_start,heal_one,hp_worst,戦/騎,
,,,,buff_jobs,wave_start,defup,hp_worst,戦/騎,
,,,,,,,,,
イラリオン,F,151,祝福,resource,battle_end,expup,resource,,
ハーディー,F,152,暗撃,buff_self,any,crdamup,self,,
ジェラルド,K,78,復讐,buff_self,dropout_member,atkup,self,,
レオン,K,79,看守の絆,buff_self,same_abilities,fullup,self,,
ローゼマリー,K,80,看守の絆,buff_self,same_abilities,fullup,self,,
アンセルム,A,78,盗めない世界,pierce,kill,pierce,enemy,,
,,,,add_debuff,attack,blind,enemy,,
ゼハティ,A,79,銃の雄叫び,add_debuff,attack,down,enemy,,
ヴィリヘルム ,P,42,許されぬ癒し,buff_self,heal,healareaup,self,防御力低下,
カミラ,M,99,破滅の予言,mana,wave_start,mana_boost,resource,,
,,,,,,,,,
チョコロロ,F,153,敵陣戦闘,buff_self,in_enemy_area,atkspeedup,self,,
サンディ,A,80,毒薬,add_debuff,attack,poison,enemy,,
ザカリー,A,81,万全の態勢,buff_self,hp_full,atkup,self,,
,,,,,,,,,
セガ・マークIII,A,82,マナの素養,mana,battle_start,mana_charge,resource,,
,,,マジックショー,buff_others,any,atkup,all,,
,,,,,,,,,
# 七つの大罪コラボ,,,,,,,,,
,,,,,,,,,
メリオダス,K,81,全反撃,counter,guard,reflect_magic,self,,
,,,魔神の力,buff_self,any,atkup,self,,
,,,,heal,wave_start,heal_self,self,,
バン,F,154,強奪,heal,attack,absorb,self,,
,,,,heal,skill,absorb,self,,
,,,不死身のバン,heal,any,heal_cycle,self,,
,,,,invincible,dropout_self,invincible,self,,
キング,M,100,災厄,buff_self,attack,delayoff,self,,
,,,,buff_self,any,critup,self,,
,,,第八形態花粒園,heal,wave_start,heal_all,all,,
ディアンヌ,F,155,創造,mana,wave_start,mana_boost,resource,,
,,,重金属,buff_self,any,defup,self,,
,,,,against_debuff,any,guard_push,self,,
ホーク,F,156,残飯処理騎士団団長,heal,wave_start,heal_self,self,,
,,,＜豚の帽子＞亭 看板豚,resource,battle_end,goldup,resource,,
ギルサンダー,K,82,雷帝,buff_self,any,critup,self,,
,,,,add_debuff,critical,down,enemy,,
,,,金剛の聖騎士,buff_self,any,atkspeedup,self,,
エリザベス,P,43,<豚の帽子>亭ウェイトレス,resource,battle_end,goldup,resource,,
,,,王女の声援,buff_all,in_sub,atkdefup,all,,
,,,,,,,,,
ルーノ,K,83,魔祓いの浄化術,killer,vs_skeleton,atkdefup,self,,
,,,,killer,vs_ghost,atkdefup,self,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,幽霊との共存,buff_self,mana_charged,atkup,self,,
,,,,skillup,mana_charged,skill_atkup,self,,
,,,,against_debuff,any,guard_curse,self,,
,,,,,,,,,
# 討伐戦,,,,,,,,,
,,,,,,,,,
ハルアキ,F,157,歩み寄る剣,buff_self,any,crdamup,self,,
,,,,add_debuff,critical,down,enemy,,
,,,,buff_self,union,atkspeedup,self,条件：自分以外の戦,
,,,愛憎相剋の太刀・春秋,heal,others_skill,heal_self,self,,
,,,,buff_self,others_skill,defup,self,,
トウカ,F,158,兄妹の思い,heal,wave_start,heal_all,all,,
,,,,buff_self,any,crdamup,self,,
,,,,for_debuff,for_down,atkup,self,,
,,,愛憎相剋の太刀・冬夏,skillup,others_skill,skill_atkup,self,,
,,,,buff_self,others_skill,defup,self,,
イザヤ,M,101,魔道探知機オメガ,buff_self,hp_upto,atkdefup,self,,
,,,,resource,battle_start,treasure,resource,,
,,,斬魔のワルツ,buff_weapons,any,atkdefup,weapons,対象：斬/魔,
ビエンタ,M,102,理想追求の指揮官,add_debuff,attack,slow,enemy,,
,,,,buff_all,in_sub,atkdefup,all,,
,,,千河の頼れる指揮官,buff_all,union,atkdefup,all,条件：精霊島所属,
,,,,buff_jobs,union,critup,fighter,条件：精霊島所属,
,,,,buff_jobs,union,add_slow,magician,条件：精霊島所属,
ラビィ,K,84,守るための速さ,buff_self,any,atkspeedup,self,,
,,,宝物の靴,in_debuff,in_slow,defspeedup,self,,
フェイスレス,A,83,信頼の素顔,buff_self,any,atkup,self,,
,,,,skillup,any,skill_atkup,self,,
,,,未来のために,buff_self,hp_full,atkup,self,,
,,,,killer,vs_goblin,atkup,self,,
ミニモ,M,103,頼み事はお任せ！,heal,wave_start,heal_one,hp_worst,,
,,,,heal,wave_start,heal_one,lv_worst,,
,,,依頼の協力者,resource,battle_end,expup,resource,,
,,,,resource,battle_end,ap_recover,resource,,
ラファーガ,F,159,千河の特攻野郎,buff_self,union,speedup,self,条件：魔,
,,,,buff_self,union,defup,self,条件：弓2名以上,
,,,破砕の一撃,buff_self,any,crdamup,self,,
,,,,add_debuff,critical,shield_break,enemy,,
,,,,,,,,,
カスガ,F,160,茶店の看板娘,mana,battle_start,mana_charge,resource,,
,,,,mana,wave_start,mana_boost,resource,,
,,,お花見ダンゴ,buff_one,wave_start,atkdefup,hp_worst,,
,,,,buff_one,wave_start,critup,hp_worst,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,,,,,,,
# 大海チェインストーリーフェス,,,,,,,,,
,,,,,,,,,
マレーナ,F,161,海賊狩りのマレーナ,killup,kill,atkspeedup,self,,
,,,,skillup,in_combo,skill_spread,self,効果範囲拡大・ダメージ減少・ダウン追加,
,,,義勇軍のマレーナ,buff_all,others_skill,atkup,all,スキル使用者が魔の場合さらにUP,
,,,,heal,others_skill,heal_all,all,スキル使用者が弓,
クララ,M,104,炎の道標,element,attack,fire,self,,
,,,,skillup,mana_charged,skill_atkup,self,,
,,,,buff_self,mana_charged,atkup,self,,
,,,想いの炎,pierce,attack,pierce,enemy,,
,,,,skillup,in_combo,skill_spread,self,範囲が1体から複数に,
オーガスタス,A,84,商人式先見力,resource,battle_end,goldup,resource,,
,,,,mana,wave_start,mana_boost,resource,,
,,,商人式交渉術,buff_all,any,defup,all,,
,,,,,,,,,
ノエル,P,44,敬虔な祈り,buff_self,heal,healup,self,,
,,,広き心,buff_self,heal,areaup,self,,
,,,,,,,,,
# 魔神アルフィン戦,,,,,,,,,
,,,,,,,,,
シャウナ,M,105,受け継いだ熱意,buff_self,link,atkup,self,条件：2名以上　3名以上でさらに上昇,
,,,魔法教育的指導,buff_jobs,any,atkup,magician,,
,,,,buff_weapons,any,defup,weapons,対象：打/突,
,,,,heal,any,heal_cycle,weapons,対象：打/突,
アルフィン,M,106,魔神の膂力,combat,attack,combat,self,遠距離攻撃の威力が低下,
,,,,add_debuff,attack,down,enemy,,
,,,平和的指導,buff_self,any,delayoff,self,,
,,,,buff_self,in_enemy_area,atkup,self,,
,,,,heal,in_base_area,heal_cycle,self,,
,,,,,,,,,
モルシェラ,A,85,コウモリの祝福,against_debuff,any,guard_blind,self,,
,,,,mana,kill,mana_drop,resource,,
,,,友達のために,buff_self,any,critup,self,,
,,,,add_debuff,critical,blind,enemy,,
,,,,,,,,,
# 監獄カジノオープン,,,,,,,,,
,,,,,,,,,
キャンディス,A,86,悪を貫く一条の光,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,ゾーンの領域,mana,wave_start,slot_slow,resource,,
,,,,mana,wave_start,mana_boost,resource,,
バラクーダ,F,162,大海の走り屋,buff_self,hp_upto,atkspeedup,self,,
,,,,field,in_beach,atkdefup,self,,
,,,,field,in_ship,atkdefup,self,,
,,,,field,in_sea,atkdefup,self,,
,,,大海の一番星,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_weaken,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,heal,in_head,heal_self,self,,
コラール,M,107,珊瑚の護符,buff_self,in_tail,atkup,self,,
,,,,field,in_beach,atkspeedup,self,,
,,,,field,in_ship,atkspeedup,self,,
,,,,field,in_sea,atkspeedup,self,,
,,,大いなるマナの輝き,heal,wave_start,heal_jobs,jobs,戦/騎,
,,,,buff_jobs,wave_start,atkup,fighter,,
,,,,buff_jobs,wave_start,critup,knight,,
,,,,,,,,,
# 迷宮山脈とゴブリンの王国,,,,,,,,,
,,,,,,,,,
ルチア,F,163,冷静かつ情熱的に,heal,critical,absorb,self,,
,,,,heal,skill,absorb,self,,
,,,,buff_self,hp_upto,speedup,self,,
,,,ガラス細工職人,buff_jobs,wave_start,critup,fighter,,
,,,,add_debuff,critical,blind,enemy,,
,,,,add_debuff,add_blind,delayup,enemy,,
グリダ,F,164,採掘の技術,mana,kill,mana_drop,resource,クリティカル時確率UP,
,,,土妖精の採掘師,add_debuff,attack,down,enemy,,
,,,,add_debuff,critical,down,enemy,,
,,,,buff_self,enemys_debuff,atkdefup,self,,
ピピ,M,108,火妖精の大道芸人,element,attack,fire,self,,
,,,,for_debuff,for_blind,atkup,self,,
,,,,for_debuff,for_freeze,atkup,self,,
,,,,for_debuff,for_down,atkup,self,,
,,,不死鳥使い,buff_jobs,any,defup,jobs,戦/魔,
オルガ,F,165,土妖精の剛体,buff_self,any,crdamup,self,,
,,,,heal,wave_start,heal_self,self,,
,,,オルガの号令,buff_all,union,atkdefup,all,条件：迷宮山脈所属,
,,,,buff_jobs,union,add_down,fighter,条件：迷宮山脈所属,
,,,,,,,,,
ガーランド,K,85,殿の務め,buff_all,wave_start,defup,all,,
,,,不死鳥の如く,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
,,,,buff_self,in_base_area,atkdefup,self,,
,,,,,,,,,
# 500万DL記念,,,,,,,,,
,,,,,,,,,
ファティマ,M,109,運命を識る魔女,mana,wave_start,mana_boost,resource,,
,,,,buff_self,mana_charged,atkup,self,,
,,,,skillup,mana_lost,skill_atkup,self,,
,,,,mana,in_chain,mana_cost_down,self,1Chainで-1,
,,,未来に紡ぐ魔法,buff_self,others_skill,atkup,self,,
,,,,buff_all,others_skill,atkup,all,スキル使用者が魔,
,,,,,,,,,
# 2部5章,,,,,,,,,
,,,,,,,,,
リン,M,110,真理の法術,pierce,attack,pierce,enemy,,
,,,,buff_self,in_pierce,atkup,self,,
,,,探求者,buff_self,has_mana,atkup,self,戦,
,,,,buff_self,has_mana,speedup,self,僧,
,,,,buff_self,has_mana,atkup,self,戦＋騎,
ピノ,M,111,託される者,mana,wave_start,slot_slow,resource,,
,,,,mana,kill,mana_drop,resource,,
,,,,mana,battle_start,mana_charge,resource,,
,,,託された物,mana,wave_start,mana_boost,resource,,
,,,,mana,wave_start,composite,resource,魔＋戦/魔＋騎,
セト,M,112,空蝉の幻惑,field,in_forest,fullup,self,,
,,,,field,in_beach,fullup,self,,
,,,,mana,wave_start,mana_boost,resource,フィールドが森林/砂浜,
,,,本物の世界,mana,battle_start,mana_charge,resource,騎マナも追加,
,,,,buff_self,mana_droped,atkup,self,騎マナのみ,
ラナ,M,113,ぴかぴかの光,buff_self,waiting,atkup,self,,
,,,きらきらの光,buff_self,any,critdamup,self,,
,,,,buff_self,attack,bullet_speedup,self,,
ザラ,M,114,朝露に瞬く花火,element,attack,fire,self,,
,,,,add_debuff,skill,down,enemy,条件：戦or騎マナ,
,,,,add_debuff,skill,push,enemy,条件：戦or騎マナ,
,,,,buff_self,has_mana,atkspeedup,self,条件：戦or騎マナ,
,,,終焉の薔薇,buff_self,hp_downto,atkup,self,90%以下・70%以下・50%以下でそれぞれ追加,
トア,P,45,死を見送る少女,buff_self,heal,healareaup,self,,
,,,,mana,wave_start,composite,resource,僧＋魔,
,,,心の在り処,heal,wave_start,heal_one,hp_worst,,
,,,,cure_debuff,skill,cure_seal,all,条件：戦or騎マナ,
,,,,,,,,,
キリ,F,166,弛まぬ冒険心,resource,battle_end,ap_recover,resource,,
,,,,mana,wave_start,composite,resource,戦＋魔,
,,,勇気の大冒険,buff_self,has_mana,atkup,self,僧,
,,,,heal,has_mana,heal_cycle,self,僧,
アト,K,86,防壁の主,buff_self,any,guardup,self,,
,,,,mana,wave_start,composite,resource,騎＋魔,
,,,断絶する意志の盾,buff_jobs,any,defup,jobs,騎/魔,
,,,,buff_self,guard,atkdefup,self,条件：3回以上,
アン,A,87,魔弓の使い手,mana,wave_start,composite,resource,弓＋魔,
,,,,resource,battle_start,treasure,resource,,
,,,大人の世界,buff_self,in_combo,atkspeedup,self,,
テラ,P,46,空白の世界,heal,wave_start,heal_all,all,,
,,,笑顔をあなたに,mana,battle_start,mana_charge,resource,戦マナのみ,
,,,,mana,wave_start,composite,resource,戦＋魔,
ドリ,M,115,描く肖像画,mana,wave_start,slot_slow,resource,,
,,,,buff_self,hp_full,atkup,self,,
,,,遺す物遺された者,buff_self,has_mana,atkspeedup,self,条件：魔マナ2個以上　4個以上でさらに増加,
ロズ,M,116,勤勉なる歴史家,resource,battle_end,expup,resource,,
,,,,field,in_forest,atkdefup,self,,
,,,未来に繋ぐ書物,buff_self,mana_droped,atkdefup,self,魔マナのみ,
,,,,,,,,,
ジリ,F,167,マナへの適応,buff_self,mana_droped,atkup,self,,
コト,F,168,山地戦闘,field,in_upland,fullup,self,,
,,,,field,in_snow,fullup,self,,
ルイ,P,47,願いの癒し,cure_debuff,skill,cure_weaken,all,,
,,,,cure_debuff,skill,cure_slow,all,,
ハグ,P,48,手当,heal,wave_start,heal_one,hp_worst,,
サニ,M,117,十年花との約束,buff_self,boss_wave,atkdefup,self,,
ケナ,M,118,ぶっきらぼうな援護,buff_self,hp_full,atkup,self,,
ジズ,M,119,情熱の炎,buff_self,has_mana,atkup,self,戦,
,,,,element,skill,fire,self,条件：戦マナ,
シナ,M,120,奥義,skillup,any,skill_atkup,self,,
キア,M,121,ひずみの魔力,skillup,mana_charged,skill_atkup,self,,
フイ,M,122,刻まれた技術,against_debuff,any,guard_blind,self,,
,,,,mana,wave_start,slot_slow,resource,,
ナリ,M,123,マナの素養,mana,battle_start,mana_charge,resource,,
チル,M,124,受け継いだもの,buff_self,any,atkup,self,,
,,,,resource,battle_end,goldup,resource,,
ラス,M,125,後方防御支援,buff_all,in_sub,defup,all,,
,,,,,,,,,
ルト,F,169,プラス思考,in_debuff,in_poison,atkdefup,self,,
,,,,in_debuff,in_slow,atkdefup,self,,
,,,,in_debuff,in_blind,atkdefup,self,,
ネノ,M,126,慈愛,heal,wave_start,heal_all,all,,
カヌ,M,127,マナへの適応,buff_self,mana_droped,atkup,self,,
,,,,,,,,,
# 魔神タクリタン戦,,,,,,,,,
,,,,,,,,,
シュレン,F,170,磨かれた剣技,buff_self,any,critup,self,,
,,,,killup,kill,atkspeedup,self,,
,,,領主となるために,buff_self,hp_downto,speedup,self,HP50%以下,
,,,,buff_self,hp_downto,atkup,self,HP25%以下,
フリーダ,M,128,おっとりオーラ,mana,battle_start,mana_charge,resource,,
,,,,mana,wave_start,slot_slow,resource,,
,,,お得意様探し,buff_one,wave_start,atkdefup,hp_worst,,
マトイ,F,171,忍びの修行,buff_self,any,crdamup,self,,
,,,,buff_self,any,speedup,self,,
,,,女の子らしく☆,for_debuff,for_poison,atkup,self,,
,,,,for_debuff,for_slow,atkup,self,,
ハヤテ,F,172,鬼の護剣術,buff_self,any,defup,self,,
,,,,add_debuff,critical,down,enemy,,
,,,継る義,buff_self,link,crdamup,self,条件：戦2名以上,
パルゥ,A,88,お手製の薬,add_debuff,attack,poison,enemy,,
,,,,buff_self,any,poison_atkup,self,,
,,,薬師弓者,heal,wave_start,heal_one,hp_worst,,
タクリタン,M,129,魔神の転送力,buff_self,attack,delayoff,self,,
,,,,field,in_dimension,fullup,self,,
,,,渡り歩いた世界で,buff_self,in_combo,atkup,self,,
,,,,,,,,,
レガレ,M,130,深海の予知者,buff_self,hp_upto,atkup,self,,
,,,,field,in_beach,atkspeedup,self,,
,,,,field,in_ship,atkspeedup,self,,
,,,,field,in_sea,atkspeedup,self,,
,,,九領の吉兆,against_debuff,any,guard_seal,self,,
,,,,buff_self,boss_wave,atkup,self,,
,,,,,,,,,
# 2周年記念,,,,,,,,,
,,,,,,,,,
ロレッタ,F,173,職魂の戦斧,add_debuff,critical,shield_break,enemy,,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
,,,,buff_self,dropout_self,atkdefup,self,,
,,,破壊魔人の真髄,buff_self,wave_start,atkup,self,,
,,,,buff_self,hp_downto,atkspeedup,self,WAVE開始時に判定,
ニンファ,F,174,幸運の女神様,buff_self,any,critup,self,,
,,,,buff_self,mana_charged,atkup,self,,
,,,,resource,battle_end,ap_recover,resource,,
,,,笑顔に秘めた思い,buff_all,wave_start,critup,all,,
,,,,resource,battle_start,treasure,resource,,
アルドラ,M,131,万象の極意,mana,battle_start,mana_charge,resource,戦マナも追加,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,魔導ギルドの長,buff_all,union,speedup,all,条件：副都所属,
,,,,buff_jobs,union,atkdefup,jobs,条件：副都所属の戦/魔,
ナックル,K,87,義勇軍の厄介者,resource,battle_end,expup,resource,獲得ゴールド減少,
,,,黄金の勇者,counter,guard,reflect_magic,self,,
,,,,,,,,,
# ケ者チェインストーリーフェス,,,,,,,,,
,,,,,,,,,
ガルルア,F,175,犬鼻の結束,buff_self,union,speedup,self,条件：戦2名以上,
,,,,heal,union,heal_cycle,self,条件：戦3名以上,
,,,,buff_jobs,union,atkup,fighter,条件：戦3名以上,
,,,闘犬の誇り,buff_self,in_attacking,atkup,self,,
シャロララ,F,176,身心を捧げて,mana,battle_start,mana_charge,resource,,
